Combination: ('년도 및 분기',)
년도 및 분기,count
2023년 상반기,컴퓨터소프트웨어공학과,8
2018년 상반기,산업경영공학과,8
2019년 상반기,경제,8
2020년 하반기,경영학과_경영전공,8
2017년 상반기,화학공학,8
2016년 상반기,영어교육학과,8
2015년 상반기,컴퓨터공학,8
2017년 상반기,한국사학과,8
2017년 하반기,노인복지보건,8
2015년 하반기,안전공학과,8
2015년 하반기,메카트로닉스공학과,8
2016년 하반기,전자공학,8
2018년 하반기,경영학,8
2016년 하반기,경영학부,8
2019년 하반기,사학과,8
2015년 상반기,신문방송학과,8
2016년 하반기,컴퓨터소프트웨어공학전공,8
2016년 하반기,도시공학과/국제물류학과,8
2018년 상반기,전기전자,8
2016년 상반기,화학공학과,8
2021년 상반기,무역학과,8
2021년 하반기,자동차IT융합학과,8
2018년 상반기,전자IT미디어공학과,8
2015년 상반기,경제학과,8
2022년 하반기,컨벤션호텔경영학과,8
2016년 상반기,중어중문학과,8
2020년 상반기,반도체&디스플레이과학경영학과,8
2020년 상반기,경제학과,7
2015년 하반기,미디어학부,7
2016년 상반기,Business Administration,7
2015년 하반기,글로벌경영,7
2019년 하반기,회계학과,7
2020년 상반기,경영학과,7
2021년 상반기,중국어교육전공,7
2019년 하반기,컴퓨터공학부 컴퓨터공학전공,7
2015년 하반기,화공생명공학과,7
2019년 상반기,화학공학/고분자공학부,7
2015년 하반기,신소재공학과,7
2015년 하반기,식품생명공학과,7
2018년 상반기,상경학부,7
2018년 상반기,회계세무학과,7
2016년 하반기,행정학,7
2017년 하반기,컴퓨터공학과,7
2022년 상반기,경제학과,7
2016년 하반기,글로벌경영학과,7
2018년 하반기,경영학과,7
2016년 하반기,기계공학과,7
2018년 하반기,e-비즈니스과,7
2017년 하반기,전기전자,7
2018년 하반기,전기전자,7
2017년 하반기,전자공학부,7
2022년 상반기,컴퓨터공학과,7
2016년 하반기,정보시스템,7
2022년 하반기,0,7
2018년 상반기,경제학과,7
2022년 하반기,공공인재학부,7
2022년 하반기,기계과 기계시스템전공,7
2021년 하반기,컴퓨터공학과,7
2022년 하반기,생명과학부,7
2016년 상반기,체육학과/경영학과,7
2016년 상반기,중국문화/경영,7
2019년 상반기,전자공학,7
2016년 상반기,"무역학과,경영학과(복수전공)",7
2018년 하반기,화학공학,7
2016년 상반기,산업경제학과,7
2016년 하반기,화학공학,7
2016년 하반기,행정학부,6
2017년 상반기,발명특허,6
2017년 상반기,전기공학과,6
2017년 상반기,전기공학,6
2020년 상반기,0,6
2017년 상반기,생물공학,6
2017년 하반기,전자컴퓨터통신공,6
2017년 상반기,산업경영공학과,6
2020년 하반기,경영학과,6
2017년 하반기,전기생체공학부,6
2017년 상반기,노인복지보건,6
2020년 하반기,경영계열,6
2016년 하반기,컴퓨터정보공학부,6
2017년 하반기,신소재공학부 금속신소재공학전공,6
2017년 상반기,경영학부,6
2017년 하반기,사이버보안학과,6
2020년 상반기,국제의료경영학과,6
2017년 상반기,경영학,6
2016년 하반기,한국사학과,6
2016년 상반기,기계공학부,6
2016년 하반기,전자재료공학과,6
2015년 하반기,파이낸스경영학과,6
2019년 상반기,컴퓨터공학과,6
2016년 상반기,노인복지보건학과,6
2016년 상반기,법학과,6
2019년 상반기,무역학과,6
2016년 상반기,응용통계,6
2016년 상반기,전자공학부,6
2018년 하반기,회계세무학과,6
2019년 하반기,기계공학과,6
2016년 상반기,정보통신공학,6
2018년 하반기,전자공학과,6
2018년 하반기,전자공학,6
2018년 하반기,유기나노시스템공학과,6
2016년 하반기,건축학과,6
2020년 하반기,반도체&디스플레이과학경영학과,6
2016년 하반기,경제,6
2018년 하반기,글로벌경영학과,6
2015년 하반기,환경공학과,6
2018년 하반기,경제,6
2016년 하반기,법학,6
2016년 하반기,불어불문,6
2016년 상반기,기계설계공학과,6
2016년 하반기,석유공학,6
2018년 상반기,노인복지보건,6
2017년 하반기,신소재 공학,6
2017년 상반기,중어중문,6
2015년 하반기,경영정보학과,6
2015년 하반기,법학과,6
2023년 상반기,기계공학,6
2015년 하반기,경영학부,6
2021년 상반기,경영학부,6
2020년 하반기,한문학과,6
2021년 하반기,식품영양학과,6
2015년 상반기,컴퓨터학부,6
2015년 상반기,기계공학,6
2021년 상반기,화학과,6
2015년 하반기,광고홍보학과,6
2022년 하반기,경영학부,6
2023년 상반기,중국어과,6
2015년 상반기,컴퓨터공학부,6
2015년 상반기,전자전기공학부,6
2015년 하반기,무역학,6
2015년 상반기,0,6
2021년 하반기,영어영문학과,6
2022년 상반기,행정학과,5
2016년 하반기,산업경영공학과,5
2022년 상반기,전자공학과,5
2018년 상반기,응용통계학과,5
2018년 하반기,조선해양공학과,5
2015년 하반기,컴공,5
2015년 상반기,전기생체공학부,5
2015년 하반기,컴퓨터소프트웨어,5
2018년 하반기,컴퓨터공학과,5
2018년 상반기,국제경영학,5
2016년 하반기,영어통번역학과,5
2018년 상반기,경영계열,5
2020년 상반기,고분자공학과,5
2021년 하반기,산업환경보건학과,5
2015년 상반기,경영,5
2016년 상반기,통계학,5
2015년 하반기,0,5
2016년 하반기,법학과,5
2018년 상반기,전자공학,5
2016년 상반기,IT응용공학과,5
2020년 하반기,융합기계공학전공,5
2016년 하반기,건축공학부,5
2016년 하반기,경영정보,5
2016년 하반기,경영학,5
2021년 하반기,전자공학전공,5
2021년 상반기,식품생명공학과,5
2021년 상반기,시각디자인학과,5
2016년 하반기,국제통상학부,5
2015년 하반기,국제통상,5
2018년 하반기,식품공학과(공학),5
2022년 상반기,산업환경보건학과,5
2015년 상반기,언론홍보학과,5
2022년 상반기,언론홍보학과,5
2019년 하반기,전자공학과,5
2019년 하반기,전자전기공학부,5
2016년 상반기,경영학,5
2018년 상반기,제어계측공학과,5
2021년 상반기,전자공학과,5
2018년 상반기,전자공학부,5
2019년 하반기,행정학과,5
2018년 하반기,환경보건학과,5
2017년 하반기,화공생명공학,5
2021년 하반기,화공생명공학과,5
2016년 상반기,상경계열,5
2019년 상반기,전자공학과,5
2021년 하반기,국제의료경영학과,5
2016년 상반기,국제통상학과,5
2021년 상반기,컴퓨터공학과,5
2021년 하반기,경영학부,5
2023년 상반기,전파정보통신공학과,5
2019년 상반기,역사콘텐츠학과,5
2017년 하반기,금융학과,5
2020년 상반기,화학공학부,5
2014년 상반기,정보통신전자공학/모바일유비쿼터스융복합,5
2023년 상반기,경영학부,5
2023년 상반기,기계공학과,5
2017년 하반기,경제통상학부,5
2017년 상반기,무역학과,5
2017년 하반기,경영학부,5
2016년 하반기,통계학,5
2016년 하반기,통계,5
2017년 상반기,화학공,5
2015년 하반기,전기생체공학부,5
2015년 하반기,정보통신공학과,5
2019년 하반기,사회학과,5
2016년 하반기,정보통신공학,5
2017년 상반기,정보통신전자공학부,5
2016년 상반기,전자공학,5
2017년 상반기,전자공학부,5
2015년 하반기,경제,5
2017년 상반기,컴퓨터학부,5
2022년 하반기,유기나노시스템공학과,5
2017년 하반기,응용통계학과,5
2016년 하반기,컴퓨터공학,5
2019년 하반기,경영학과,5
2023년 상반기,기계과 기계시스템전공,5

Combination: ('년도 및 분기', '지원 직종')
년도 및 분기,지원 직종,count
2015년 하반기,앱개발자,96
2015년 하반기,품질관리자,80
2015년 하반기,영업지원,78
2016년 상반기,사무담당자,66
2016년 상반기,영업지원,63
2016년 하반기,영업지원,59
2018년 상반기,사무담당자,56
2016년 하반기,제품영업,55
2016년 하반기,품질관리자,53
2016년 상반기,제품영업,52
2017년 하반기,전기·전자엔지니어,52
2016년 하반기,사무담당자,51
2016년 하반기,경영·비즈니스기획,50
2017년 하반기,품질관리자,48
2017년 상반기,사무담당자,45
2016년 하반기,앱개발자,43
2018년 하반기,품질관리자,42
2016년 상반기,품질관리자,41
2015년 하반기,시스템엔지니어,41
2016년 상반기,경영·비즈니스기획,40
2015년 하반기,기계엔지니어,39
2020년 상반기,사무담당자,39
2016년 하반기,자재관리자,39
2016년 하반기,웹개발자,37
2017년 상반기,품질관리자,35
2017년 하반기,사무담당자,35
2018년 상반기,반도체엔지니어,34
2017년 하반기,영업지원,34
2015년 상반기,제품영업,33
2015년 하반기,자재관리자,33
2016년 상반기,자재관리자,30
2015년 하반기,경영·비즈니스기획,30
2017년 상반기,경영·비즈니스기획,30
2017년 상반기,제품영업,30
2022년 상반기,품질관리자,29
2017년 하반기,경영·비즈니스기획,29
2018년 하반기,제품영업,29
2015년 상반기,품질관리자,28
2018년 하반기,사무담당자,28
2016년 상반기,온라인마케터,28
2015년 하반기,금융영업,27
2019년 상반기,사무담당자,27
2016년 하반기,금융영업,26
2018년 하반기,영업지원,25
2015년 하반기,기술·전문강사,25
2018년 상반기,품질관리자,25
2018년 상반기,전기·전자엔지니어,25
2015년 하반기,웹개발자,25
2016년 하반기,현장관리자,24
2016년 상반기,앱개발자,24
2016년 상반기,금융영업,24
2015년 상반기,앱개발자,24
2016년 상반기,화학엔지니어,24
2018년 상반기,제품영업,24
2019년 상반기,제품영업,24
2017년 상반기,영업지원,24
2015년 상반기,사무담당자,23
2018년 상반기,경영·비즈니스기획,23
2015년 하반기,제품영업,23
2016년 상반기,시스템엔지니어,23
2019년 하반기,사무담당자,23
2017년 상반기,앱개발자,23
2019년 하반기,전기기사,23
2016년 상반기,전기·전자엔지니어,22
2015년 하반기,화학엔지니어,22
2015년 하반기,전기·전자엔지니어,22
2020년 상반기,경영·비즈니스기획,22
2019년 하반기,금융영업,22
2017년 하반기,앱개발자,22
2015년 하반기,해외영업,22
2015년 하반기,사무담당자,22
2016년 하반기,온라인마케터,22
2016년 하반기,시스템엔지니어,22
2021년 상반기,품질관리자,22
2017년 하반기,제품영업,22
2015년 상반기,기계엔지니어,22
2016년 하반기,해외영업,21
2016년 상반기,인사담당자,21
2022년 하반기,경영·비즈니스기획,21
2015년 하반기,생산직종사자,20
2017년 하반기,금융영업,20
2015년 하반기,온라인마케터,20
2021년 하반기,기계엔지니어,20
2021년 하반기,품질관리자,20
2016년 상반기,기계엔지니어,20
2017년 상반기,전기·전자엔지니어,20
2018년 하반기,전기·전자엔지니어,20
2015년 상반기,영업지원,19
2015년 상반기,경영·비즈니스기획,19
2022년 상반기,경영·비즈니스기획,19
2016년 상반기,회계담당자,19
2019년 상반기,경영·비즈니스기획,19
2015년 상반기,온라인마케터,18
2016년 상반기,생산직종사자,18
2019년 하반기,제품영업,18
2019년 하반기,영업지원,18
2016년 하반기,화학엔지니어,17
2018년 하반기,경영·비즈니스기획,17
2016년 하반기,반도체엔지니어,17
2016년 하반기,전기·전자엔지니어,17
2019년 상반기,품질관리자,17
2017년 하반기,반도체엔지니어,17
2017년 하반기,자재관리자,17
2015년 하반기,설계엔지니어,16
2015년 상반기,금융영업,16
2020년 하반기,사무담당자,16
2020년 하반기,경영·비즈니스기획,16
2021년 상반기,제품영업,16
2016년 상반기,네트워크엔지니어,16
2022년 하반기,품질관리자,16
2015년 하반기,네트워크엔지니어,16
2022년 하반기,회계담당자,16
2019년 하반기,인사담당자,16
2019년 하반기,품질관리자,16
2016년 하반기,인사담당자,16
2016년 하반기,기계엔지니어,15
2018년 상반기,영업지원,15
2021년 상반기,경영·비즈니스기획,15
2016년 상반기,해외영업,15
2022년 상반기,사무담당자,15
